manv,hoten,gioitinh,ngaysinh,luong,maph,sdt,ngaybc
TT722,Phan Nghĩa Thiện,Nam,1996-10-05,7515728,MKA,0362208520,2012-07-08
DV736,Hồ Phương Tài,Nam,1989-06-24,8087212,DVK,0322026562,2011-02-18
HC730,La Thanh Ngọc,Nữ,1995-08-23,14455914,HCA,0369607953,2017-05-08
MK738,La Thái Hiếu,Nam,1968-03-25,12521301,MKA,0183639668,2011-04-30
TC727,Cao Hiếu Giang,Nam,1977-08-16,12956848,TCA,0367202823,2022-12-21
DV737,Quách Thị Dung Anh,Nữ,1968-01-13,9508496,DVK,0180159303,2015-09-28
DV738,Mai Thọ Sơn,Nam,1993-02-19,6979102,DVK,0127389632,2012-11-28
NS733,Từ Tâm Việt,Nam,1972-08-17,14312145,NSU,0367327177,2017-10-17
KD700,Cao Hương Trinh,Nữ,1997-12-28,10341619,KDA,0190640136,2021-04-04
TT723,Thái Thị Chi Loan,Nữ,1967-09-27,8886653,DVK,0126833387,2014-05-06
HC731,Kiều Thị Hương My,Nữ,1991-09-19,10511421,HCA,0396841311,2018-01-21
KT752,Kiều Khắc Xuân,Nam,1979-12-21,12300409,KTA,0329178203,2020-09-09
TT724,Lương Hồng Hải,Nam,1989-01-01,8362362,MKA,0160113485,2012-11-01
HC732,Võ Quỳnh Bích,Nữ,1994-05-21,8342180,HCA,0361184679,2010-09-19
MK739,Mai Nhân Khang,Nam,1972-01-16,12880313,MKA,0391811299,2017-01-09
QT738,Trịnh Đại Trí,Nam,1984-07-26,6384941,QTA,0369255969,2021-01-22
KH697,Thái Phát Trung,Nam,1977-01-24,8212184,KHO,0392742543,2016-03-13
QT739,Dương Chính Duy,Nam,1995-12-18,14661463,QTA,0161581437,2017-03-17
DV739,Bùi Quang Thịnh,Nam,1979-05-07,9594350,DVK,0322813392,2018-06-26
TC728,Phan Nhân Vinh,Nam,1972-06-02,10082301,TCA,0383907029,2020-10-18
QT740,Tạ Nghĩa Cường,Nam,1977-09-10,10015939,QTA,0367147210,2011-08-28
HC733,Kiều Thị Lan Lan,Nữ,1967-10-20,14453991,HCA,0180726283,2017-03-25
TT725,La Thị Chi Diễm,Nữ,1988-12-08,7045995,TCA,0195090441,2022-11-12
HC734,Triệu Nhi Yến,Nữ,1970-08-24,10954120,HCA,0327758517,2018-06-13
NS734,Tạ Thảo Liên,Nữ,1975-09-21,9293060,NSU,0122219395,2023-12-13
KD701,Lê Phương Tú,Nữ,1968-03-25,12661830,KDA,0394164209,2020-08-30
QT741,Tôn Hiển Mạnh,Nam,1979-04-16,10777370,QTA,0161062213,2014-03-22
KT753,Đặng Uyên Ngân,Nữ,1997-02-17,14628974,KTA,0120216927,2022-04-19
MK740,Từ Thị Ngọc Hà,Nữ,1971-08-22,6182153,MKA,0328803390,2017-02-22
TT726,Nguyễn Ngọc Phong,Nam,1985-03-29,13852817,PRC,0160017257,2017-04-15
QT742,Từ Thị Linh Uyên,Nữ,1986-05-22,12553316,QTA,0388182222,2022-01-25
NS735,Lương Khôi Duy,Nam,1971-11-18,14504335,NSU,0386521143,2019-01-31
KT754,Thái Khánh Anh,Nam,1992-07-19,14015672,KTA,0364781281,2021-01-21
MK741,Nguyễn Lâm Hùng,Nam,1966-03-27,12588254,MKA,0397701611,2017-01-18
PR687,Kiều Thị Thảo Trinh,Nữ,1997-06-30,14006561,PRC,0399888752,2011-09-29
KH698,Đỗ Diệu Bích,Nữ,1969-11-28,14232612,KHO,0168281826,2010-08-10
KD702,Phan Mạnh Chiến,Nam,1974-03-22,11230241,KDA,0197171821,2017-11-21
TT727,Dương Thị Hiền Anh,Nữ,1981-12-15,10060215,KDA,0189960672,2018-01-07
HC735,Từ Thị Nga Hương,Nữ,1985-05-28,7656819,HCA,0181788967,2011-05-21
DV740,Kiều Thảo Ngân,Nữ,1968-06-01,11931319,DVK,0395276427,2019-02-17
HC736,Tôn Nhân Giang,Nam,1973-01-03,14530109,HCA,0186956364,2012-08-08
KH699,Quách Vy Bích,Nữ,1968-05-08,11447449,KHO,0162841676,2010-02-07
HC737,Cao Thanh Hạnh,Nữ,1993-12-19,6475567,HCA,0164321654,2021-02-22
MK742,Lý Minh Nam,Nam,1998-08-30,14279102,MKA,0329066100,2018-01-04
PR688,Trịnh Vượng Quang,Nam,1971-12-03,12118336,PRC,0399935351,2010-01-30
HC738,Mai Thị Ánh Hà,Nữ,1985-06-22,12650039,HCA,0197741098,2015-10-29
KT755,Trần Tuyết Quỳnh,Nữ,1972-03-14,6512860,KTA,0190316121,2011-06-11
HC739,Từ Xuân Trung,Nam,1985-12-12,7994929,HCA,0388400613,2019-11-13
TT728,Võ Quốc Hiếu,Nam,1988-11-13,12887770,PRC,0190558008,2021-02-19
QT743,Cao Thị Lan Quỳnh,Nữ,1995-04-04,13536525,QTA,0386065705,2014-02-23
DV741,Phạm Gia Lâm,Nam,1982-06-01,14603784,DVK,0122685527,2012-06-05
HC740,La Ánh Oanh,Nữ,1978-07-12,7021853,HCA,0187367553,2019-01-13
KT756,Võ Diệp My,Nữ,1995-02-09,14778547,KTA,0391571215,2018-12-07
NS736,Mạc Thị Uyên Tiên,Nữ,1996-02-02,11645823,NSU,0390794409,2018-08-13
HC741,Lương Thị Diễm Diệu,Nữ,1972-03-30,10594482,HCA,0197160848,2017-04-17
QT744,Lương Hồng Dung,Nữ,1987-03-03,10661215,QTA,0383396959,2012-12-25
DV742,Hồ My Trang,Nữ,1976-01-18,13287612,DVK,0388017226,2012-07-16
HC742,Lương Đức Phúc,Nam,1985-06-03,9522412,HCA,0195439356,2015-12-09
HC743,Quách Tín Toàn,Nam,1969-12-15,10920329,HCA,0323140587,2018-09-02
TT729,Ngô Khánh Bích,Nữ,1995-02-13,13777088,PRC,0188775033,2011-10-31
HC744,Vũ Đức Việt,Nam,1982-12-29,12828764,HCA,0366583614,2022-03-26
QT745,Lương Nhân Lâm,Nam,1984-03-06,9280776,QTA,0369216021,2023-05-08
TT730,Vũ Thị Ngọc Mỹ,Nữ,1977-09-08,9442217,DVK,0395845040,2018-07-04
KD703,Nguyễn Thị Linh Oanh,Nữ,1969-04-14,7078593,KDA,0168025683,2022-07-09
DV743,Thái Linh Chi,Nữ,1989-09-08,7590215,DVK,0199644403,2010-03-10
PR689,Mạc Thị Hiền Hà,Nữ,1969-11-23,12936153,PRC,0183764625,2018-06-20
MK743,Phạm Minh Bình,Nam,1970-08-25,8765461,MKA,0121756399,2017-04-01
KD704,Phạm Thị Ánh Ngân,Nữ,1979-12-26,8478861,KDA,0368353112,2017-03-26
MK744,La Thị Trang Nhung,Nữ,1971-10-31,13992313,MKA,0328173536,2021-04-16
TT731,Tôn Thiện Hiếu,Nam,1982-11-20,6303414,,0364006173,2022-04-29
KH700,Đặng Thắng Trí,Nam,1970-01-10,7339940,KHO,0165730948,2020-01-19
HC745,Bùi Tiến Toàn,Nam,1987-07-15,12453261,HCA,0163622408,2021-09-19
KH701,Bùi Chí Khánh,Nam,1992-07-01,7113225,KHO,0383627899,2022-01-15
KT757,Cao Thành Hải,Nam,1967-07-27,9841629,KTA,0180674705,2012-07-13
TC729,Dương Long Hoàng,Nam,1985-09-29,13266421,TCA,0195061917,2020-10-21
NS737,Lương Bình Hưng,Nam,1972-07-27,9790241,NSU,0392635567,2010-04-23
PR690,Triệu Thị Mai Tiên,Nữ,1975-03-22,10115187,PRC,0365269103,2014-04-24
DV744,Từ Khang Tài,Nam,1969-12-25,9516436,DVK,0396973515,2019-02-20
DV745,Dương Long Việt,Nam,1998-09-15,7475114,DVK,0392887511,2012-12-27
NS738,Đặng Khánh Tú,Nữ,1998-06-02,14034985,NSU,0123727732,2019-05-11
DV746,Đỗ Tài Phúc,Nam,1971-09-08,9949404,DVK,0128558318,2016-03-04
NS739,Võ Diệp Trang,Nữ,1973-02-20,14455188,NSU,0122545637,2016-09-27
NS740,Mạc Hải Hiếu,Nam,1996-04-27,11901871,NSU,0120209875,2018-03-12
DV747,Triệu Ngọc Thủy,Nữ,1986-03-29,11406744,DVK,0180175703,2014-09-23
QT746,Phạm Xuân Phong,Nam,1971-05-20,12226475,QTA,0395835667,2020-07-11
KT758,Hoàng Xuân Nam,Nam,1997-05-24,9339274,KTA,0383898413,2021-03-27
TT732,Phan Việt Đức,Nam,2000-01-10,13107763,TCA,0361789515,2011-11-30
QT747,Lý Hiển Vinh,Nam,1984-07-03,9649388,QTA,0391134664,2020-11-11
NS741,Châu Thị Nhung Hương,Nữ,1967-05-21,13187033,NSU,0381210874,2023-09-28
TT733,Tạ Thị Hạnh Hoa,Nữ,1965-05-03,8679757,MKA,0393816944,2012-07-09
HC746,Lương Ánh Diệu,Nữ,1991-07-20,9344904,HCA,0125503333,2010-02-03
TC730,Phan Thu Linh,Nữ,1990-01-29,6986741,TCA,0361668045,2018-07-28
QT748,Từ Quốc Anh,Nam,2000-09-18,14568948,QTA,0196813820,2022-08-03
MK745,Trần Nhân Thiện,Nam,1970-08-29,12972390,MKA,0193891153,2019-10-01
KT759,Lê Thị Linh Loan,Nữ,1993-09-20,9750640,KTA,0385597376,2023-01-19
KT760,Hà Quốc Vinh,Nam,1981-04-11,14526830,KTA,0160223326,2013-11-21
MK746,Lý Tấn Khang,Nam,1995-03-12,7055181,MKA,0384494178,2017-07-08
NS742,Trịnh Phong Thịnh,Nam,1992-10-27,13263137,NSU,0362017555,2019-01-16
KT761,Mai Chí Hưng,Nam,1975-02-26,9948247,KTA,0383182805,2016-05-20
TT734,Hoàng Thị Hoa Phương,Nữ,1978-09-25,13250998,KDA,0199042080,2015-05-16
MK747,Triệu Thiện Trung,Nam,1988-02-21,14316834,MKA,0361024934,2017-01-01
KH702,Đặng Trúc Tú,Nữ,1988-02-13,11137553,KHO,0182758897,2016-03-02
TT735,Thái Thị Uyên Thanh,Nữ,1975-07-16,9037886,MKA,0381941816,2018-04-06
KD705,Thái Thành Hải,Nam,1980-09-23,9574847,KDA,0162171659,2013-09-22
PR691,Lê Ngọc Trinh,Nữ,1973-12-31,7331069,PRC,0321539174,2015-07-23
TC731,Lê Vy Trinh,Nữ,1977-05-13,13546482,TCA,0127032692,2011-10-06
PR692,Châu Thanh Liên,Nữ,1965-08-31,12552639,PRC,0369349083,2018-10-06
HC747,Võ Phương Hoa,Nữ,1966-02-01,12567252,HCA,0392959634,2012-07-23
TT736,Phan Khoa Trí,Nam,1974-04-15,9193441,KTA,0363342743,2018-06-02
HC748,Phan Châu Hà,Nữ,1980-12-11,11154805,HCA,0365005868,2021-05-20
KH703,Vũ Chính Sơn,Nam,1987-03-09,13974433,KHO,0395427066,2018-05-21
QT749,Lê Hoàng Hoàng,Nam,1975-04-29,13516537,QTA,0187368892,2015-11-18
DV748,Mạc Hồng Liên,Nữ,2000-02-23,13824995,DVK,0167168352,2016-04-02
KH704,Triệu Châu Tú,Nữ,1967-11-12,14878022,KHO,0124344242,2016-08-10
DV749,Kiều Thị Tú Mỹ,Nữ,1980-09-04,14557635,DVK,0392571518,2021-10-18
TC732,Lương Tiến Dũng,Nam,1996-03-31,11703832,TCA,0167664972,2018-11-24
DV750,Từ Minh Giang,Nam,1985-08-21,13005429,DVK,0123775875,2022-02-20
NS743,Lê Uyên Huyền,Nữ,1967-02-26,7562744,NSU,0192872954,2012-11-10
TT737,Vũ Ánh Trinh,Nữ,1975-03-30,13293179,MKA,0329467315,2018-03-10
NS744,Lê Thiện Trí,Nam,1993-07-21,7843271,NSU,0129543063,2018-12-29
TT738,Đỗ Huy Việt,Nam,1988-02-17,8374730,KTA,0387493312,2011-09-24
HC749,Hà Thị Tú Ngọc,Nữ,1965-05-22,8727620,HCA,0395850950,2013-11-14
PR693,La Phương Mỹ,Nữ,1996-09-01,13542197,PRC,0198983483,2021-05-12
TC733,Võ Thịnh Khánh,Nam,1981-10-31,9603365,TCA,0364127817,2011-05-13
MK748,Đặng Thị Bích Mai,Nữ,1969-09-21,12867645,MKA,0125474465,2011-09-20
PR694,La Trúc Chi,Nữ,1967-06-01,6244760,PRC,0186932535,2013-02-21
QT750,Tôn Thị Hoa Diễm,Nữ,1971-03-12,11654458,QTA,0127340724,2021-10-28
NS745,Cao Tài Tùng,Nam,1984-04-07,7407327,NSU,0395244352,2023-12-21
KD706,Võ Thị Anh Thảo,Nữ,1984-02-21,6022286,KDA,0163702109,2013-11-24
HC750,Triệu Thanh Quỳnh,Nữ,1995-11-02,11899478,HCA,0360217322,2016-08-26
NS746,Cao Ánh Thanh,Nữ,1973-07-29,12350593,NSU,0395771805,2014-10-04
TT739,Ngô Thị Linh Hương,Nữ,1974-08-23,13203680,KTA,0167046364,2021-01-29
KD707,La Thu Ngân,Nữ,1966-11-21,8142502,KDA,0165905266,2010-04-04
PR695,Tôn Thị Thảo Tú,Nữ,1965-03-03,11056274,PRC,0123718523,2021-06-29
QT751,Triệu Linh Hà,Nữ,1998-06-26,13661257,QTA,0328334669,2017-08-02
DV751,Châu Hưng Hoàng,Nam,1990-01-17,10626941,DVK,0163653592,2010-04-08
DV752,Nguyễn Hưng Tài,Nam,1998-01-17,14622751,DVK,0398167856,2022-01-08
KH705,Ngô Huy Trung,Nam,1984-06-06,12037638,KHO,0196844401,2016-05-20
PR696,Trịnh Uyên Linh,Nữ,1979-11-23,14020064,PRC,0385499355,2010-01-17
KD708,Thái Viễn Đạt,Nam,1998-10-05,11874514,KDA,0197913361,2016-06-29
HC751,Phạm Vĩnh Sơn,Nam,1996-08-29,8981816,HCA,0160201188,2020-01-12
DV753,Trịnh Duy Bình,Nam,1981-08-25,6298379,DVK,0128910656,2022-07-12
TC734,Trịnh Thị Hà Kim,Nữ,1998-06-04,14585564,TCA,0363937497,2016-03-28
DV754,Trịnh Long Hưng,Nam,1968-06-09,7678180,DVK,0381038728,2012-01-18
DV755,Châu Nhân Đạt,Nam,1996-12-23,12598392,DVK,0186398976,2021-11-17
KD709,Trịnh Quỳnh Hạnh,Nữ,1993-12-01,10002214,KDA,0189631222,2013-03-12
PR697,Võ Thanh My,Nữ,2000-04-18,6207836,PRC,0192491422,2013-03-22
HC752,Phạm Thị Mai Trinh,Nữ,1981-10-06,7748639,HCA,0192692287,2010-04-21
MK749,Lương Vinh Vinh,Nam,1966-02-06,13820400,MKA,0196261261,2010-11-08
KT762,Quách Văn Đức,Nam,1980-09-24,9163339,KTA,0123427808,2019-03-07
HC753,Lê Lan Ngân,Nữ,1998-02-10,13839989,HCA,0395766838,2013-04-29
TC735,Đỗ Vinh Bảo,Nam,1972-03-28,8232605,TCA,0323886911,2013-11-04
KD710,Ngô Gia Mạnh,Nam,1970-08-26,11979525,KDA,0192681167,2023-05-09
KT763,Bùi Hoàng Tài,Nam,1987-11-16,12360119,KTA,0190262318,2019-05-02
QT752,Võ Sơn Dũng,Nam,1968-01-25,14533916,QTA,0120437568,2014-11-25
NS747,Lê Thị Hoa Huyền,Nữ,2000-05-30,11418246,NSU,0166023811,2017-12-19
TT740,Lý Mạnh Lâm,Nam,1968-12-23,11147822,KDA,0198753098,2018-04-17
PR698,Dương Minh Toàn,Nam,1994-01-24,11239580,PRC,0365945552,2017-03-04
TT741,Trịnh Tâm Hoàng,Nam,1981-07-31,7632051,KTA,0367976736,2016-08-13
HC754,Nguyễn Kim Loan,Nữ,1996-06-10,6873574,HCA,0328317998,2014-10-17
KH706,Bùi Thị Ngọc Hà,Nữ,1970-12-18,13730308,KHO,0365437950,2023-05-27
DV756,Thái Thị Lan Lan,Nữ,1983-12-28,14661959,DVK,0367830538,2021-02-03
TC736,Quách Thị Nhung Liên,Nữ,1971-10-16,8058970,TCA,0165828784,2019-03-30
QT753,Đỗ Viễn Thịnh,Nam,1977-06-10,6734501,QTA,0320427447,2016-06-23
TT742,Trịnh Thị Hiền Ngọc,Nữ,1998-10-13,8284944,KDA,0191845150,2020-09-24
QT754,Tạ Thị Ánh Tiên,Nữ,1975-04-06,9909992,QTA,0188814728,2014-03-10
QT755,Lý Tín Tùng,Nam,1970-01-17,7193218,QTA,0164093528,2021-11-29
KT764,Phan Lâm Tuấn,Nam,1989-12-21,12598302,KTA,0395286594,2011-06-05
TC737,Triệu Diệp Diệu,Nữ,1980-06-13,13318111,TCA,0321895295,2021-08-15
HC755,Thái Sáng Cường,Nam,1990-01-15,12875267,HCA,0126889358,2014-01-07
KT765,Cao Hoàng Tùng,Nam,1982-03-03,11149382,KTA,0163014258,2022-12-11
QT756,La Ngọc Anh,Nữ,1990-02-16,10849032,QTA,0321269653,2010-11-26
PR699,Đặng Tâm Vinh,Nam,1965-07-22,13508694,PRC,0183074689,2015-11-11
QT757,Hồ Phương Hiếu,Nam,1998-10-10,11851815,QTA,0387851062,2021-07-06
NS748,Kiều Thọ Xuân,Nam,1971-06-04,8723930,NSU,0320606113,2017-09-24
DV757,Hà Xuân Phúc,Nam,1994-03-21,10756937,DVK,0323854871,2018-03-26
KD711,Hồ Khoa Sơn,Nam,1983-10-12,14420754,KDA,0369613133,2010-05-11
TT743,Hoàng Vĩnh Nam,Nam,1972-05-10,7841615,MKA,0398973730,2017-03-04
DV758,Ngô Thị Mai Ngân,Nữ,1968-10-24,9178506,DVK,0391250784,2021-02-04
HC756,Võ Huy Tùng,Nam,1981-07-27,11988420,HCA,0164212898,2019-12-07
KH707,Trần Thanh Vân,Nữ,2000-10-23,10060384,KHO,0124253245,2020-06-27
DV759,Hoàng Tài Thắng,Nam,1976-08-16,12972908,DVK,0166372676,2014-07-29
KT766,Lương Thanh Đạt,Nam,1988-01-29,14288348,KTA,0328909673,2020-12-05
PR700,Cao Thị Hương Thủy,Nữ,1990-02-18,12331120,PRC,0126566979,2017-05-08
MK750,Kiều Nghĩa Đạt,Nam,1977-05-03,6224221,MKA,0195022865,2020-08-22
MK751,Hoàng Thị Tú Ngọc,Nữ,1990-08-12,8013916,MKA,0326132579,2020-12-15
HC757,Lương Phú Quang,Nam,1969-02-21,14385407,HCA,0380169011,2018-11-15
TC738,Bùi Thị Chi Trang,Nữ,1990-03-12,7344079,TCA,0199083350,2017-03-03
TC739,Trịnh Thị Hương Vân,Nữ,1998-10-23,14913786,TCA,0182077632,2010-11-13
TT744,La Hoàng Bình,Nam,1965-09-15,12388947,TCA,0364772575,2013-12-04
HC758,Ngô Thị Nga Ngân,Nữ,1985-01-24,9692043,HCA,0321088264,2023-07-08
TC740,Vũ Thị Linh Yến,Nữ,1970-04-02,13258189,TCA,0368066020,2019-12-23
KD712,Ngô Châu Ngân,Nữ,1983-10-04,6167116,KDA,0384020956,2014-12-17
KH708,Bùi Khoa Đạt,Nam,1995-04-25,6329425,KHO,0186363184,2022-05-11
PR701,Cao Thị Linh Trang,Nữ,2000-12-24,6433391,PRC,0193472822,2017-04-28
QT758,Nguyễn Châu My,Nữ,1972-10-27,8429541,QTA,0328337789,2016-07-14
TC741,Nguyễn Sơn Tài,Nam,1999-04-20,11145891,TCA,0121082055,2023-02-26
KH709,Tạ Thắng Dũng,Nam,1983-04-12,11060976,KHO,0393124283,2018-06-02
MK752,Quách Nhân Cường,Nam,1982-07-10,7114482,MKA,0320702376,2019-09-29
KD713,Bùi Hải Việt,Nam,1991-02-11,11967138,KDA,0395369486,2021-08-19
KH710,Hà Mai Mai,Nữ,1985-05-28,10008406,KHO,0324606247,2018-02-25
QT759,Từ Thiện Nam,Nam,1986-07-10,12416929,QTA,0165182759,2022-02-02
KT767,Kiều Vy Thu,Nữ,1970-04-16,8963527,KTA,0368541166,2018-05-08
HC759,La Sơn Tài,Nam,1995-01-11,13764501,HCA,0120894618,2013-02-15
HC760,Trịnh Khánh Phương,Nữ,1975-12-11,8996244,HCA,0162066173,2015-02-04
TT745,Trịnh Thị Hiền Diệu,Nữ,1976-07-20,14124461,PRC,0392518797,2020-12-13
MK753,Mai Anh Anh,Nam,1982-06-06,9046802,MKA,0169683310,2014-10-15
MK754,Vũ Lương Anh,Nam,1967-07-22,11060292,MKA,0127426330,2018-09-21
HC761,Lương Hiếu Hoàng,Nam,1977-04-12,8521631,HCA,0398506047,2012-02-29
TC742,Châu Thị Diễm Diễm,Nữ,1989-06-06,7525480,TCA,0395115278,2019-08-21
KD714,Châu Phương Tài,Nam,1977-06-05,10729370,KDA,0182679637,2016-08-02
TC743,Lương Hồng Giang,Nữ,1991-04-25,14960009,TCA,0387477897,2012-07-16
KH711,Từ Thanh Mỹ,Nữ,1974-06-25,10785003,KHO,0181008262,2021-01-12
NS749,Châu Thị Bích Ngọc,Nữ,1968-10-29,11291256,NSU,0193569732,2014-10-30
TC744,Hồ Khang Hùng,Nam,1984-11-28,10154201,TCA,0389832771,2021-12-12
HC762,Châu Thịnh Anh,Nam,1972-06-09,11911808,HCA,0393323226,2019-12-13
TT746,Hồ Hưng Vinh,Nam,1977-04-05,12203394,TCA,0188376910,2013-05-19
KH712,Tôn Thanh Tùng,Nam,1969-11-06,8612108,KHO,0123575517,2010-01-18
KD715,Hoàng Xuân Long,Nam,2000-11-12,14956283,KDA,0182170586,2010-06-29
MK755,Ngô Đức Quang,Nam,1977-06-01,13499018,MKA,0129443855,2017-08-09
PR702,Triệu Tấn Hưng,Nam,1972-07-05,12925504,PRC,0167521068,2010-01-22
QT760,Triệu Diệp Huyền,Nữ,1981-12-16,11517287,QTA,0124332601,2016-04-11
KD716,Tạ Thiện Anh,Nam,1995-04-19,7807946,KDA,0184285446,2012-06-16
PR703,Lê Thị Tú Nga,Nữ,1971-08-06,10153329,PRC,0120173745,2016-11-20
KH713,Triệu Trường Xuân,Nam,1984-05-08,13160302,KHO,0394599759,2010-04-18
TC745,Bùi Trung Thắng,Nam,1968-03-17,12416676,TCA,0381718970,2019-04-10
MK756,Kiều Thị Trang Hoa,Nữ,1967-09-12,8105875,MKA,0186463167,2015-12-12
TT747,Hà Mai Kim,Nữ,1991-08-29,7707936,KDA,0322899256,2023-04-22
HC763,Tạ Uyên Hà,Nữ,1991-10-28,7879596,HCA,0396406380,2017-12-26
KT768,Mạc Thị Hiền Hạnh,Nữ,1972-08-05,13910329,KTA,0181397731,2022-09-25
TT748,Quách Diệp Trinh,Nữ,1999-03-04,14399517,KTA,0122491612,2019-12-03
HC764,Mai Hiếu Mạnh,Nam,1990-03-10,7836120,HCA,0129767376,2022-02-07
KH714,Bùi Minh Hưng,Nam,1988-07-29,10341828,KHO,0323679387,2017-08-01
NS750,Võ Thị Nga Chi,Nữ,1974-05-09,10141296,NSU,0390290903,2014-11-12
MK757,Kiều Thị Ngọc Vân,Nữ,1973-03-16,13523806,MKA,0381978640,2011-02-02
MK758,Từ Khánh Phúc,Nam,1982-09-18,10839181,MKA,0180455784,2010-05-29
KH715,Quách Sáng Bình,Nam,1994-05-28,13595760,KHO,0326613938,2020-02-06
KD717,Mạc Thị Diễm Mỹ,Nữ,1999-11-24,8166407,KDA,0195724288,2013-02-01
NS751,Mạc Thị Hương Hiền,Nữ,1973-11-25,7998780,NSU,0123151776,2016-01-18
KH716,Lương Gia Thắng,Nam,1977-07-21,10668334,KHO,0386978186,2022-01-04
TC746,Phạm Thị Hoa Nga,Nữ,1982-01-13,8734651,TCA,0123212485,2017-08-20
PR704,Hoàng Thị Ngọc Trang,Nữ,1988-05-20,14708134,PRC,0163812287,2018-05-18
NS752,Lý Thị Hoa Uyên,Nữ,1977-01-07,11595356,NSU,0193137253,2022-06-21
QT761,Vũ Khánh Ngọc,Nữ,1973-06-25,14135087,QTA,0365554914,2020-09-24
NS753,Nguyễn Diệu Hà,Nữ,1967-04-30,14342898,NSU,0388778252,2014-12-06
TC747,Lý Vĩnh Tài,Nam,1983-07-08,12428177,TCA,0160851297,2012-05-11
TC748,Nguyễn Tâm Chiến,Nam,1978-07-21,7368888,TCA,0323245604,2010-04-12
KH717,Phạm Thọ Dũng,Nam,1982-05-27,13380211,KHO,0164632697,2011-10-02
TT749,Kiều Toàn Duy,Nam,1966-07-10,13146735,PRC,0367782436,2015-06-21
QT762,Cao Bích Thảo,Nữ,1970-06-09,6602286,QTA,0187207411,2012-04-15
DV760,Hoàng Thanh Tú,Nữ,1965-04-01,8589685,DVK,0163987878,2018-05-20
KT769,Đỗ Khôi Đạt,Nam,1999-10-11,13579479,KTA,0180055500,2010-10-24
KT770,Đỗ Tâm Khang,Nam,1965-05-22,13306275,KTA,0393774779,2022-08-17
KD718,Trần Thị Hà Phương,Nữ,1998-05-24,6327468,KDA,0363225412,2023-02-06
KT771,Hoàng Khôi Trí,Nam,1997-04-18,8842617,KTA,0388062532,2018-11-01
QT763,Đặng Phú Phong,Nam,1973-09-20,13252550,QTA,0183730589,2022-08-05
DV761,Mai Anh Trí,Nam,1977-01-27,11041282,DVK,0328938416,2019-07-25
NS754,Mai Mỹ Cường,Nam,1999-11-01,8785574,NSU,0362079193,2018-05-01
KD719,Hồ Kim Trang,Nữ,1987-06-07,14011527,KDA,0388066602,2014-07-30
TC749,Mạc Thị Hương Vân,Nữ,1994-06-21,8907884,TCA,0390337054,2023-11-14
MK759,Lý Quý Khánh,Nam,1997-09-05,10304288,MKA,0393176425,2013-02-16
KT772,Thái Nhi Linh,Nữ,1997-07-11,8157805,KTA,0387998817,2020-01-01
KT773,Lê Quốc Phúc,Nam,1995-12-12,9366530,KTA,0388523403,2017-02-19
TC750,Nguyễn Khoa Quân,Nam,1970-08-10,7996650,TCA,0127922255,2020-08-02
DV762,Võ Minh Đạt,Nam,1992-09-15,11314283,DVK,0183190461,2015-07-03
HC765,Mai Thắng Xuân,Nam,1985-11-06,11044807,HCA,0168442110,2023-11-18
MK760,Nguyễn Thị Quỳnh Mai,Nữ,1988-12-10,8791212,MKA,0323145329,2020-10-29
TT750,Hồ Hồng Chi,Nữ,1981-05-14,11816130,KTA,0326791730,2019-04-24
NS755,Nguyễn Khoa Trung,Nam,1975-01-06,7453726,NSU,0366536350,2012-01-17
PR705,Bùi Thị Hương Ngọc,Nữ,1973-08-16,10795318,PRC,0380245902,2011-12-26
DV763,Cao Đình Nam,Nam,1981-10-31,10662208,DVK,0195611946,2010-03-20
TT751,Hoàng Khôi Xuân,Nam,1993-05-23,14405404,PRC,0190688271,2016-03-16
PR706,Cao Châu Huyền,Nữ,1993-09-04,12060939,PRC,0362098865,2018-03-23
DV764,Đặng Quỳnh My,Nữ,1970-01-04,10032521,DVK,0183587146,2012-02-09
NS756,Mai Viễn Thịnh,Nam,1970-10-29,14464956,NSU,0324680881,2021-06-17
KD720,Tôn Liêm Việt,Nam,1983-08-05,9670716,KDA,0164156464,2023-11-30
MK761,Dương Hào Quang,Nam,1980-08-28,6295085,MKA,0182517575,2018-11-29
TC751,Nguyễn Thị Trang Linh,Nữ,1989-02-14,6709545,TCA,0387141178,2021-02-06
KH718,Dương Hương Hương,Nữ,1983-12-14,14495688,KHO,0194944861,2013-12-29
DV765,Mạc Phú Việt,Nam,1969-10-22,14002622,DVK,0193584089,2014-07-26
QT764,Đỗ Tuấn Sơn,Nam,1980-03-15,12041773,QTA,0366869692,2012-03-05
TT752,Triệu Quý Giang,Nam,1980-11-12,11759610,DVK,0180391655,2010-01-11
NS757,Kiều Chí Chiến,Nam,1989-08-15,10086639,NSU,0320158438,2021-05-07
HC766,Kiều Thọ Khang,Nam,1972-03-05,10550222,HCA,0121944157,2023-11-07
KH719,Ngô Bích Hương,Nữ,1980-01-15,11063013,KHO,0165738102,2012-07-20
TC752,Đặng Lộc Bảo,Nam,2000-08-27,7303133,TCA,0320976536,2015-10-03
TT753,Cao Ngọc Dung,Nữ,2000-05-29,9291041,KHO,0395922570,2015-07-16
QT765,Ngô Ngọc Dũng,Nam,1996-10-22,9453106,QTA,0323038743,2015-06-25
DV766,Mạc Viễn Quân,Nam,1971-12-22,6025558,DVK,0169556612,2018-01-28
QT766,Thái Vinh Việt,Nam,1998-02-18,10862856,QTA,0182040288,2023-10-10
